Region,District,FacilityName,Type,Town,Ownership,Latitude,Longitude
Volta,Hohoe,Noamesi's Herbal Clinic,Clinic,Hohoe,Private,7.1490389,0.474600000000009
Volta,Jasikan,Nkonya Ntsumuru RCH,RCH,Nkonya,Government,7.41083329999999,0.466944399999988
Volta,Jasikan,Tepa Amanya RCH,RCH,Tepa,Government,7.41083329999999,0.466944399999988
Volta,Jasikan,Guaman CHPS,CHPS,Guaman,Government,7.41083329999999,0.466944399999988
Volta,Jasikan,Akporsorkubi Health Centre,Health Centre,Akporsorkubi,Government,7.41083329999999,0.466944399999988
Volta,Jasikan,Takrabe Clinic,Clinic,Takrabe,Government,7.41083329999999,0.466944399999988
Volta,Jasikan,Kyirahi Clinic,Clinic,Kyirahi,Government,7.41083329999999,0.466944399999988
Volta,Jasikan,Green Hill Clinic,Clinic,,Private,7.41083329999999,0.466944399999988
Volta,Jasikan,St Anthony Maternity Home,Maternity Home,,CHAG,7.41083329999999,0.466944399999988
Volta,Jasikan,Gbedemah Maternity Home,Maternity Home,,Private,7.41083329999999,0.466944399999988
Volta,Jasikan,Truth Maternity Home,Maternity Home,,Private,7.41083329999999,0.466944399999988
Volta,Jasikan,Odumanse Clinic,Clinic,,Government,7.41083329999999,0.466944399999988
Volta,Jasikan,Dzolu Community Clinic,Clinic,,Government,7.41083329999999,0.466944399999988
Volta,Kadjebi,Pepesu CHPS,CHPS,Dodi,Government,7.52749999999999,0.475833299999976
Volta,Keta,EP Church Clinic,Clinic,,CHAG,5.910702,0.991866999999956
Volta,Keta,Shime Health Centre,Health Centre,Shime,Government,5.910702,0.991866999999956
Volta,Keta,Keta Health Assistants Training School,Training Institution,Keta,Government,5.910702,0.991866999999956
Volta,Keta,Kedze Health Centre,Health Centre,Kedze,Government,5.910702,0.991866999999956
Volta,Keta,Tsiame Health Centre,Health Centre,Tsiame,Government,5.910702,0.991866999999956
Volta,Keta,Dzelukope Health Centre,Health Centre,Dzelukope,Government,5.910702,0.991866999999956
Volta,Keta,Sasiame CHPS,CHPS,Sasiame,Government,5.910702,0.991866999999956
Volta,Keta,God's Grace Maternity Home,Maternity Home,,Private,5.910702,0.991866999999956
Volta,Keta,St Thomas Clinic,Clinic,,Private,5.910702,0.991866999999956
Volta,Keta,Atorkor CHPS,CHPS,Atorkor,Government,5.910702,0.991866999999956
Volta,Ketu,Fiamafle Clinic,Clinic,Fiamafle,Government,5.910702,0.991866999999956
Volta,Ketu,Agbozume Health Centre,Health Centre,Agbozume,Government,5.910702,0.991866999999956
Volta,Ketu,Agbozume RCH,RCH,Agbozume,Government,5.910702,0.991866999999956
Volta,Ketu,Kpoglu CHPS,CHPS,Kpoglu,Government,5.910702,0.991866999999956
Volta,Ketu,Wudoaba RCH,RCH,Wudoaba,Government,5.910702,0.991866999999956
Volta,Ketu,Dzigbordi Redemption Clinic,Clinic,,Private,5.910702,0.991866999999956
Volta,Ketu,Ebenezer Clinic,Clinic,,Private,5.910702,0.991866999999956
Volta,Ketu,E. K. Clinic,Clinic,,Private,5.910702,0.991866999999956
Volta,Ketu,Elavanyo Clinc,Clinic,,Private,5.910702,0.991866999999956
Volta,Ketu,Mass Clinic,Clinic,,Private,5.910702,0.991866999999956
Volta,Ketu,Mawuenyega Maternity Home,Maternity Home,,Private,5.910702,0.991866999999956
Volta,Ketu,Atlantic Clinic,Clinic,,Private,5.910702,0.991866999999956
Volta,Ketu,St Christopher Maternity Home,Maternity Home,,Private,5.910702,0.991866999999956
Volta,Ketu,Tublukope CHPS,CHPS,Tublukope,Government,5.910702,0.991866999999956
Volta,Kpando,Fesi CHPS,CHPS,Fesi,Government,6.990628,0.294879700000024
Volta,Kpando,Dafor CHPS,CHPS,Dafor,Government,6.990628,0.294879700000024
Volta,Kpando,Anfoega RCH,RCH,Anfoega,Government,6.990628,0.294879700000024
Volta,Kpando,Bume CHPS,CHPS,Bume,Government,6.990628,0.294879700000024
Volta,Kpando,Torkor Health Centre,Health Centre,Torkor,Government,6.990628,0.294879700000024
Volta,Kpando,Sovie RCH,RCH,Sovie,Government,6.990628,0.294879700000024
Volta,Kpando,Agbenorxoe Health Centre,Health Centre,Agbenorxoe,Government,6.990628,0.294879700000024
Volta,Kpando,Tsyome Sabadu Health Centre,Health Centre,Tsyome Sabadu,Government,6.990628,0.294879700000024
Volta,Kpando,Gbefi CHPS,CHPS,Gbefi,Government,6.990628,0.294879700000024
Volta,Krachi East,Dambai Health Centre,Health Centre,Dambai,Government,7.6981688,0.224466200000051
Volta,Krachi East,Njere CHPS,CHPS,Njere,Government,7.6981688,0.224466200000051
Volta,Krachi East,Anyiremu CHPS,CHPS,Anyiremu,Government,7.6981688,0.224466200000051
Volta,Krachi East,Kparikpari RCH,RCH,Kparikpari,Government,7.6981688,0.224466200000051
Volta,Krachi West,Zongo Macheri RCH,RCH,Zongo Macheri,Government,7.6981688,0.224466200000051
Volta,Krachi West,Bejamasu Health Centre,Health Centre,Bejamasu,Government,7.6981688,0.224466200000051
Volta,Krachi West,Grubi Health Centre,Health Centre,Grubi,Government,7.6981688,0.224466200000051
Volta,Krachi West,Chindere RCH,RCH,Chindere,Government,7.6981688,0.224466200000051
Volta,Krachi West,Tete RCH,RCH,Tete,government,7.6981688,0.224466200000051
Volta,Nkwanta,Alukpatsa CHPS,CHPS,Alukpatsa,Government,8.25378499999999,0.516331199999967
Volta,Nkwanta,Banda Health Centre,Health Centre,Banda,Government,8.25378499999999,0.516331199999967
Volta,Nkwanta,Koni Clinic,Clinic,Koni,Government,8.25378499999999,0.516331199999967
Volta,Nkwanta,Koe CHPS,CHPS,Koe,Government,8.25378499999999,0.516331199999967
Volta,Nkwanta,Kpassa Maternity Home,Maternity Home,Kpassa,Private,8.25378499999999,0.516331199999967
Volta,Nkwanta,Azua CHPS,CHPS,Azua,Government,8.25378499999999,0.516331199999967
Volta,Nkwanta,Ofosu CHPS,CHPS,Ofosu,Government,8.25378499999999,0.516331199999967
Volta,Nkwanta,Odumasi CHPS,CHPS,Odumasi,Government,8.25378499999999,0.516331199999967
Volta,Nkwanta,Sibi Hill Top CHPS,CHPS,Sibi Hill Top,Government,8.25378499999999,0.516331199999967
Volta,Nkwanta,Salifu CHPS,CHPS,Salifu,Government,8.25378499999999,0.516331199999967
Volta,North Tongu,Woekpoe CHPS,CHPS,Woekpoe,Government,6.15256789999999,0.374835399999938
Volta,North Tongu,Mafi Agoe CHPS,CHPS,Agoe,Government,6.15256789999999,0.374835399999938
Volta,North Tongu,Kpogadzi CHPS,CHPS,Kpogadzi,Government,6.15256789999999,0.374835399999938
Volta,North Tongu,Mafi Agoe CHPS,CHPS,Mafi Agoe,Government,6.15256789999999,0.374835399999938
Volta,North Tongu,Fame Clinic,Clinic,Kpoviadzi,Private,6.15256789999999,0.374835399999938
Volta,North Tongu,Avedotoe CHPS,CHPS,Kpogadzi,Government,6.15256789999999,0.374835399999938
Volta,South Dayi,Agbate CHPS,CHPS,Agbate,government,6.6210261,0.186964399999965
Volta,South Dayi,Lave CHPS,CHPS,Lave,Government,6.6210261,0.186964399999965
Volta,South Dayi,Peki RCH,RCH,Peki,government,6.6210261,0.186964399999965
Volta,South Dayi,Tsanakpe Health Centre,Health Centre,Tsanakpe,government,6.6210261,0.186964399999965
Volta,South Dayi,Abui CHPS,CHPS,Abui,government,6.6210261,0.186964399999965
Volta,South Dayi,E. P. Clinic,Clinic,Kpalime/Tongor,CHAG,6.6210261,0.186964399999965
Volta,South Dayi,Salam Maternity Home,Maternity Home,Kayra,Private,6.6210261,0.186964399999965
Volta,South Dayi,Tseyinu CHPS,CHPS,Tseyinu,Government,6.6210261,0.186964399999965
Volta,South Tongu,Akpalale Christian Clinic,Clinic,Akpalale,Private,6.02520139999999,0.63937020000003
Volta,South Tongu,PPAG,Clinic,Sogakope,Private,6.02520139999999,0.63937020000003
Volta,South Tongu,Sokutsime CHPS,CHPS,Sokutsime,Government,6.02520139999999,0.63937020000003
Volta,Akatsi,Agormor CHPS,CHPS,Agormor,Government,6.249240,0.789870
Volta,Akatsi,Akatsi District Health Directorate,District Health Directorate,Akatsi,Government,6.138770,0.809010
Volta,Akatsi,Akatsi District Hospital,District Hospital,Akatsi,Government,6.138770,0.809010
Volta,Akatsi,Asafotsi CHPS,CHPS,Asafotsi,Government,6.197570,0.870440
Volta,Akatsi,Atidzive CHPS,CHPS,Atidzive,Government,6.120070,0.851120
Volta,Akatsi,Ave Dakpe Health Centre,Health Centre,Ave Dakpa,Government,6.367860,0.851340
Volta,Akatsi,Ave Afiadenyigba CHPS,CHPS,Ave-Afiadenyigba,Government,6.330830,0.879240
Volta,Akatsi,Avenorpedo Health Centre,Health Centre,Avenorpedo,Government,6.057810,0.850140
Volta,Akatsi,Avenorpeme Health Centre,Health Centre,Avenorpeme,Government,6.001010,0.824520
Volta,Akatsi,Avevi CHPS,CHPS,Avevi,Government,6.266700,0.819210
Volta,Akatsi,Bethel Clinic,Clinic,Akatsi,Private,6.121390,0.811070
Volta,Akatsi,Ave Dzalele CHPS,CHPS,Dzalele,Government,6.414470,0.757540
Volta,Akatsi,Dzogadze CHPS,CHPS,Dzogadze,Government,6.111900,0.872130
Volta,Akatsi,Gefia Health Centre,Health Centre,Gefia,Government,6.157530,0.854270
Volta,Akatsi,Hoggar Clinic,Hospital,Akatsi,Private,6.129760,0.795530
Volta,Akatsi,Nancy Maternity Home,Maternity Home,Akatsi,Private,6.128550,0.794220
Volta,Akatsi,Ave Xevi CHPS,CHPS,Ave Xevi,Government,6.13014169999999,0.798715799999968
Volta,Akatsi,Gornikope CHPS,CHPS,Gonikope,Government,6.13014169999999,0.798715799999968
Volta,Akatsi,Sremanu CHPS,CHPS,Sremanu,Government,6.13014169999999,0.798715799999968
Volta,Akatsi,St Peters Maternity Home,Maternity Home,Akatsi,Private,6.127470,0.803710
Volta,Akatsi,Wute Health Centre,Health Centre,Wute,Government,6.216570,0.724620
Volta,Akatsi,Xavi CHPS,CHPS,Xavi,Government,6.13014169999999,0.798715799999968
Volta,Ho Municipal,Ho School of Hygiene,Training Institution,Ho,Government,6.599779,0.471394000000032
Western,Ahanta West,Agona Health Centre,Health Centre,Agona Nkwanta,Government,4.889930,-1.964340
Western,Ahanta West,Susupapa Clinic,Clinic,Fretsi,Private,4.877970,-1.916190
Western,Ahanta West,Fasin CHPS,CHPS,Fasin,Government,4.927070,-1.943050
Western,Ahanta West,Ahanta West District Health Directorate,District Health Directorate,Agona Nkwanta,Government,4.889310,-1.959840
Western,Ahanta West,Apowa Health Centre,Health Centre,Apowa,Government,4.888240,-1.812060
Western,Ahanta West,Asamasa CHPS,Clinic,Asemasa,Private,4.853730,-1.891400
Western,Ahanta West,Holy Child Clinic,Clinic,Egyam,CHAG,4.868550,-1.857690
Western,Ahanta West,St. Vincent De Paul Clinic,Clinic,Apowa,Private,4.892180,-1.812900
Western,Ahanta West,Dixcove Hospital.,District Hospital,Dixcove,Government,4.797990,-1.949780
Western,Ahanta West,Egyambra CHPS,CHPS,Egyambra,Government,4.820670,-2.169800
Western,Ahanta West,Princesstown Health Centre,Health Centre,Princesstown,Government,4.796180,-2.133380
Western,Ahanta West,Grel Clinic,Clinic,Abura,Quasi-Government,4.904190,-2.066180
Western,Ahanta West,Abura RCH,Clinic,Abura,Government,4.912770,-2.060190
Western,Ahanta West,Ewusiejoe CHPS,CHPS,Ewusiejoe,Government,4.849041,-2.02731900000003
Western,Ahanta West,Egyam Catholic Health Centre,Health Centre,Egyam,CHAG,4.849041,-2.02731900000003
Western,Ahanta West,New Amanful CHPS,CHPS,New Amanful,Government,4.849041,-2.02731900000003
Western,Ahanta West,Kejebil CHPS,CHPS,Kajebil,Government,4.849041,-2.02731900000003
Western,Ahanta West,Akuba Ewoo Midwife/Maternity,Maternity Home,Akuba Ewoo,Private,4.849041,-2.02731900000003
Western,Ahanta West,Akwidaa CHPS,CHPS,Akwidaa,Government,4.849041,-2.02731900000003
Western,Ahanta West,Nana Hima-Dekyi Hospital,District Hospital,,Government,4.849041,-2.02731900000003
Western,Ahanta West,Butre CHPS,CHPS,Butre,Government,4.849041,-2.02731900000003
Western,Aowin Suaman,Boinso Health Centre,Health Centre,Boinso,Government,5.555450,-2.722100
Western,Aowin Suaman,Ama Dansowaa Maternity Home,Clinic,Dadieso,Private,6.119140,-3.037160
Western,Aowin Suaman,Eno Mary Maternity Home,Maternity Home,Dadieso,Private,6.117980,-3.028210
Western,Aowin Suaman,Dadieso Health Centre,Health Centre,Dadieso,Government,6.117700,-3.032950
Western,Aowin Suaman,Akontombra Nkwanta Health Centre,Health Centre,Akontombra Nkwanta,Government,5.975570,-2.940890
Western,Aowin Suaman,Achimfo Health Centre,Health Centre,Achimfo,Government,5.784230,-2.722780
Western,Aowin Suaman,Presby Health Centre,Health Centre,Enchi,CHAG,5.808610,-2.834250
Western,Aowin Suaman,Enchi Government Hospital,District Hospital,Enchi,Government,5.829740,-2.821180
Western,Aowin Suaman,Aowin Suaman District Health Directorate,District Health Directorate,Enchi,Government,5.829610,-2.821250
Western,Aowin Suaman,Amonie Community Clinic,Clinic,Amonie,Private,5.711920,-2.796940
Western,Aowin Suaman,Sewum Health Centre,Health Centre,Sewum,Government,5.676130,-2.819080
Western,Aowin Suaman,Acquai Allah Health Centre,Health Centre,Acquai Allah,Government,5.884190,-2.664430
Western,Aowin Suaman,Adjoum Community Clinic,Clinic,Adjoum,Private,5.693250,-2.654960
Western,Aowin Suaman,Papueso Presby Clinic,Clinic,Papueso,CHAG,5.746850,-2.718300
Western,Aowin Suaman,Yiwabra Health Centre,Health Centre,Yiwabra,Government,5.759010,-2.662010
Western,Bia,Dormaaman Clinic,Clinic,Adabokrom,Private,6.820570,-3.019560
Western,Bia,Adabokrom CHPS,CHPS,Adabokrom,Government,6.831390,-3.025350
Western,Bia,Camp15 Junction PHC Clinic,Clinic,Camp15 Junction,Private,6.827630,-2.907510
Western,Bia,Camp 15 CHPS,CHPS,Camp15,Government,6.795000,-2.904510
Western,Bia,Peace Maternity Home,Maternity Home,Adabokrom,Private,6.825230,-3.020030
Western,Bia,Amoakrom PHC Clinic,Clinic,Amoakrom,Private,6.597510,-3.181940
Western,Bia,Eno Yeboah Clinic,Clinic,Oseikojokrom,Private,6.661360,-3.235140
Western,Bia,St.Ann's Midwife/Maternity,Maternity Home,Oseikojokrom,Private,6.660450,-3.235050
Western,Bia,Oseikojokrom CHPS,CHPS,Osei Kojokrom,Government,6.659270,-3.235880
Western,Bia,Brebre CHPS,CHPS,Brebre,Government,6.603260,-3.225660
Western,Bia,Lizzy's Maternity Home,Maternity Home,Akaatiso,Private,6.405820,-3.199420
Western,Bia,Gina's Maternity Home,Maternity Home,Akaatiso,Private,6.409120,-3.197610
Western,Bia,Aduana Clinic,Clinic,New Abesim,Private,6.466550,-3.182900
Western,Bia,Kwamebikrom Presby Clinic,Clinic,Kwamebikrom,Private,6.631100,-3.118720
Western,Bia,St. Joseph Clinic,Clinic,Sukusuko,Private,6.509540,-3.182530
Western,Bia,Florence Midwife/Maternity,Maternity Home,Debiso,Private,6.662960,-3.092360
Western,Bia,Kojoaba CHPS,CHPS,Kojoaba,Private,6.668610,-3.183820
Western,Bia,Essam Health Centre,Health Centre,Essam,Government,6.665270,-3.106940
Western,Bia,Bia District Health Directorate,District Health Directorate,Essem,Government,6.665270,-3.106940
Western,Bia,Prapamase Community Clinic,Clinic,Prampamase,Government,6.658290,-2.901460
Western,Bia,Osbert Maternity Home,Maternity Home,Elluokrom,Private,6.524290,-2.927980
Western,Bia,Ahmadiyya Clinic,Clinic,Asuonta,Private,6.549070,-2.969080
Western,Bia,Mempeasem Health Centre,Health Centre,Mempeasem,Government,6.494520,-2.989210
Western,Bia,Mayera Community Clinic,Clinic,Mayera,Private,6.833250,-3.198860
Western,Bia,Nkwantakese PHC Clinic,Clinic,Nkwantakese,Private,6.823850,-3.197070
Western,Bia,Kaase Health Centre,Health Centre,Kaase,Government,6.859360,-3.152320
Western,Bia,St.Augustine Community Clinic,Clinic,Adiema,Private,6.729470,-3.156660
Western,Bia,Angela Catholic Clinic,Clinic,Yawmatwa,CHAG,6.763950,-3.183530
Western,Bia,Kristo Nti Maternity Home,Maternity Home,Yawmatwa,Private,6.768020,-3.189590
Western,Bia,Adumkrom PHC Clinic,Clinic,Adumkrom,Private,6.886370,-3.149240
Western,Bia,Alhajikrom PHC Clinic,Clinic,Alhajikrom,Government,6.895560,-3.118400
Western,Bia,Boafo Yena Clinic,CHPS,Ahimakrom,Private,6.945900,-3.125900
Western,Bia,Merciful Clinic,Clinic,Yawatwa,Private,6.855080,-3.157990
Western,Bia,Saviour's Clinic,Clinic,Mangoase,Private,6.823320,-3.134640
Western,Bia,Church of Pentecost Clinic,Clinic,Yawmatwa,CHAG,6.765840,-3.195950
Western,Bibiani-Anhwiaso-Bekwai,Anhwiaso Health Centre,Health Centre,Anhwiaso,Government,6.331240,-2.255920
Western,Bibiani-Anhwiaso-Bekwai,St.Pauls Clinic,Clinic,Anhwiaso,Private,6.330230,-2.251500
Western,Bibiani-Anhwiaso-Bekwai,Sefwi Wenchi Clinic,Clinic,Sefwi Wenchi,Government,6.373670,-2.309500
Western,Bibiani-Anhwiaso-Bekwai,Mmerewa Community Clinic,Clinic,Merewa,Government,6.286080,-2.136310
Western,Bibiani-Anhwiaso-Bekwai,Yewo Nyame Clinic,Clinic,Asempaneye,Private,6.238430,-2.257940
Western,Bibiani-Anhwiaso-Bekwai,Asawinso A Community Clinic,Clinic,Asawinso A',Government,6.256180,-2.136310
Western,Bibiani-Anhwiaso-Bekwai,G.B.C. Awaso Hospital,Hospital,Awaso,Quasi-Government,6.256860,-2.280310
Western,Bibiani-Anhwiaso-Bekwai,Bibiani Government Hospital,District Hospital,Bibiani,Government,6.456580,-2.322380
Western,Bibiani-Anhwiaso-Bekwai,Bassengele Community Clinic,Clinic,Bassengele,Government,6.411920,-2.247250
Western,Ellembele,Adom Clinic,Clinic,Bibiani,Private,6.452980,-2.318460
Western,Bibiani-Anhwiaso-Bekwai,Rescue Clinic,Clinic,Bibiani,Private,6.451440,-2.317000
Western,Bibiani-Anhwiaso-Bekwai,A.A.B.L Clinic,Clinic,Bibiani,Quasi-Government,6.460680,-2.328290
Western,Bibiani-Anhwiaso-Bekwai,Kate Afram Clinic,Clinic,Bibiani Afram Clinic,Private,6.453450,-2.316460
Western,Bibiani-Anhwiaso-Bekwai,Bibiani Anhwiaso Bekwai District Health Directorate,District Health Directorate,Bibiani,Government,6.456790,-2.313070
Western,Bibiani-Anhwiaso-Bekwai,St.Marks Anglican Clinic,Clinic,Subri,CHAG,6.277150,-2.290920
Western,Bibiani-Anhwiaso-Bekwai,Chirano Health Centre,Health Centre,Chirano,Government,6.272760,-2.319190
Western,Bibiani-Anhwiaso-Bekwai,Chirano Mines Clinic,Clinic,Chirano,Quasi-Government,6.305440,-2.386490
Western,Bibiani-Anhwiaso-Bekwai,Humjibre Clinic,Clinic,Humjibre,Government,6.155810,-2.268650
Western,Bibiani-Anhwiaso-Bekwai,Sefwi Bekwai Health Centre,Health Centre,Sefwi  Bekwai,Government,6.187530,-2.325990
Western,Jomoro,Kengen CHPS,CHPS,Kengen,Government,4.999190,-2.639170
Western,Jomoro,Twenen Community Clinic,Clinic,Twenen,Government,5.007960,-2.679310
Western,Jomoro,Ekabeku Health Centre,Health Centre,Ekabeku,Government,4.983340,-2.568830
Western,Jomoro,Sowodadzem CHPS,CHPS,Sowodadzem,Government,5.164150,-2.648090
Western,Jomoro,Frontier Clinic,Clinic,Ellubo,Private,5.289580,-2.774820
Western,Jomoro,Ellubo Health Centre,Health Centre,Ellubo,Government,5.286840,-2.771490
Western,Jomoro,Half Assini Government Hospital,District Hospital,Half Assini,Government,5.053140,-2.889440
Western,Jomoro,Newtown Community Clinic,Clinic,Newtown,Government,5.092340,-3.091900
Western,Jomoro,Enzemetianu CHPS,CHPS,Enzemetianu.,Government,5.072790,-3.007040
Western,Jomoro,Takinta CHPS,CHPS,Takinta,Government,5.053670,-2.807070
Western,Jomoro,Jomoro District Health Directorate,District Health Directorate,Half Assini,Government,5.085800,-2.981580
Western,Jomoro,Tikobo No 1 Health Centre,Health Centre,Tikobo No 1,Government,5.053450,-2.692180
Western,Jomoro,Our Lady Of Fatima Clinic,Clinic,Bonyere,CHAG,5.022660,-2.727110
Western,Jomoro,Nuba CHPS,CHPS,Nuba,Government,5.094000,-2.633260
Western,Jomoro,Siloam Gospel Clinic,Clinic,Bonyere Junction,CHAG,5.033370,-2.718210
Western,Jomoro,Tikobo No 2 Community Clinic,Clinic,Tikobo No 2,Government,5.079580,-2.530360
Western,Jomoro,Mpataba CHPS,CHPS,Mpataba,Government,5.095700,-2.591040
Western,Jomoro,Sameye Health Centre,Clinic,Sameye,Government,5.081240,-2.557970
Western,Juabeso,Asempaneye CHPS,CHPS,Asempaneye,Government,6.502360,-2.908350
Western,Juabeso,Florence Maternity Home,Maternity Home,Bonsu Nkwanta,Private,6.326620,-3.014290
Western,Juabeso,Bonsu Nkwanta Health Centre,Health Centre,Bonsu Nkwanta,Government,6.320040,-3.017650
